url,title,image,calories,fat,carbs,protein
https://foods.fatsecret.com/calories-nutrition/generic/chicken-fajitas-(diet-frozen-meal),Chicken Fajitas (Diet Frozen Meal),https://m.ftscrt.com/static/images/og_fatsecret.png,233,4.97,30.27,16.92
https://foods.fatsecret.com/calories-nutrition/generic/chicken-nuggets,Chicken Nuggets,https://m.ftscrt.com/static/images/og_fatsecret.png,48,3.01,2.61,2.49
https://foods.fatsecret.com/calories-nutrition/generic/chicken-nuggets-lowfat,Lowfat Chicken Nuggets,https://m.ftscrt.com/static/images/og_fatsecret.png,35,1.14,2.48,3.47
https://foods.fatsecret.com/calories-nutrition/generic/chicken-patty-fillet-or-tenders-breaded-cooked,"Breaded Chicken Patty, Fillet or Tenders",https://m.ftscrt.com/static/images/og_fatsecret.png,226,14.3,12.4,11.85
https://foods.fatsecret.com/calories-nutrition/generic/enchilada-with-beef-and-cheese-no-beans,Enchilada with Beef and Cheese,https://m.ftscrt.com/static/images/og_fatsecret.png,212,11.94,16.57,10.52
https://foods.fatsecret.com/calories-nutrition/generic/enchilada-with-beef-beans-and-cheese,"Enchilada with Beef, Beans and Cheese",https://m.ftscrt.com/static/images/og_fatsecret.png,383,19.07,38.46,16.95
https://foods.fatsecret.com/calories-nutrition/generic/enchilada-with-beef-no-beans,Enchilada with Beef,https://m.ftscrt.com/static/images/og_fatsecret.png,213,9.92,20.51,11.42
https://foods.fatsecret.com/calories-nutrition/generic/enchilada-with-cheese-meatless-no-beans,Meatless Enchilada with Cheese,https://m.ftscrt.com/static/images/og_fatsecret.png,225,13.91,16.36,9.93
https://foods.fatsecret.com/calories-nutrition/generic/enchilada-with-chicken-and-cheese-no-beans-tomato--based-sauce,Enchilada with Chicken and Cheese in Tomato- Based Sauce,https://m.ftscrt.com/static/images/og_fatsecret.png,234,11.98,19.33,13.56
https://foods.fatsecret.com/calories-nutrition/generic/fajita-style-beef-sandwich-with-cheese-on-pita-bread-with-lettuce-and-tomato,"Fajita-Style Beef Sandwich with Cheese, Lettuce and Tomato on Pita Bread",https://m.ftscrt.com/static/images/og_fatsecret.png,292,11.34,28.13,19.25
https://foods.fatsecret.com/calories-nutrition/generic/fajita-style-chicken-sandwich-with-cheese-on-pita-bread-with-lettuce-and-tomato,"Fajita Style Chicken Sandwich with Cheese, Lettuce and Tomato on Pita Bread",https://m.ftscrt.com/static/images/og_fatsecret.png,310,12.21,28.13,21.73
https://foods.fatsecret.com/calories-nutrition/generic/fajita-with-beef-and-vegetables,Fajita with Beef and Vegetables,https://m.ftscrt.com/static/images/og_fatsecret.png,377,16.35,33.05,23.53
https://foods.fatsecret.com/calories-nutrition/generic/fajita-with-chicken-and-vegetables,Fajita with Chicken and Vegetables,https://m.ftscrt.com/static/images/og_fatsecret.png,352,12.11,41.52,19.67
https://foods.fatsecret.com/calories-nutrition/generic/frankfurter-or-hot-dog-beef,Beef Frankfurter or Hot Dog,https://m.ftscrt.com/static/images/og_fatsecret.png,194,17.32,2.46,6.82
https://foods.fatsecret.com/calories-nutrition/generic/frankfurter-or-hot-dog-beef-lowfat,Lowfat Beef Frankfurter or Hot Dog,https://m.ftscrt.com/static/images/og_fatsecret.png,136,11.22,0.97,7.28
https://foods.fatsecret.com/calories-nutrition/generic/frankfurter-or-hot-dog-meat-and-poultry,Frankfurter or Hot Dog,https://m.ftscrt.com/static/images/og_fatsecret.png,175,14.89,2.54,7.22
https://foods.fatsecret.com/calories-nutrition/generic/frankfurter-or-hot-dog-meat-and-poultry-fat-free,Fat Free Frankfurter or Hot Dog,https://m.ftscrt.com/static/images/og_fatsecret.png,54,0.8,5.6,6.25
https://foods.fatsecret.com/calories-nutrition/generic/frankfurter-or-hot-dog-with-catsup-and-or-mustard-on-bun,Frankfurter or Hot Dog with Catsup and/or Mustard on Bun,https://m.ftscrt.com/static/images/og_fatsecret.png,284,16.59,22.85,10.24
https://foods.fatsecret.com/calories-nutrition/generic/hamburger-1-4-lb-meat-plain-on-bun,Hamburger with 1/4 Lb Meat on Bun,https://m.ftscrt.com/static/images/og_fatsecret.png,459,23.18,31.71,28.47
https://foods.fatsecret.com/calories-nutrition/generic/hamburger-plain-on-bun,Hamburger on Bun,https://m.ftscrt.com/static/images/og_fatsecret.png,270,10.97,26.81,14.61
https://foods.fatsecret.com/calories-nutrition/generic/hamburger-with-tomato-and-or-catsup-on-bun,Hamburger with Tomato and/or Catsup on Bun,https://m.ftscrt.com/static/images/og_fatsecret.png,299,10.86,34.75,15.14
https://foods.fatsecret.com/calories-nutrition/generic/lamb-curry,Lamb Curry,https://m.ftscrt.com/static/images/og_fatsecret.png,257,13.83,3.71,28.23
https://foods.fatsecret.com/calories-nutrition/generic/nachos-with-beef-and-cheese,Nachos with Beef and Cheese,https://m.ftscrt.com/static/images/og_fatsecret.png,306,20.14,11.68,19.33
https://foods.fatsecret.com/calories-nutrition/generic/nachos-with-beef-beans-and-cheese,"Nachos with Beef, Beans and Cheese",https://m.ftscrt.com/static/images/og_fatsecret.png,363,21.36,24.51,18.88
https://foods.fatsecret.com/calories-nutrition/generic/nachos-with-beef-beans-cheese-and-sour-cream,"Nachos with Beef, Beans, Cheese and Sour Cream",https://m.ftscrt.com/static/images/og_fatsecret.png,1598,92.62,137.92,60.06
https://foods.fatsecret.com/calories-nutrition/generic/nachos-with-chicken-or-turkey-and-cheese,Nachos with Chicken or Turkey and Cheese,https://m.ftscrt.com/static/images/og_fatsecret.png,538,29.97,22.69,43.64
https://foods.fatsecret.com/calories-nutrition/generic/onion-rings-batter-dipped-baked-or-fried,Baked or Fried Batter Dipped Onion Rings,https://m.ftscrt.com/static/images/og_fatsecret.png,197,11.63,19.19,4.06
https://foods.fatsecret.com/calories-nutrition/generic/onion-rings-from-fresh-batter-dipped-baked-or-fried,Baked or Fried Batter Dipped Onion Rings (from Fresh),https://m.ftscrt.com/static/images/og_fatsecret.png,158,9.31,15.35,3.24
https://foods.fatsecret.com/calories-nutrition/generic/onion-rings-from-frozen-batter-dipped-baked-or-fried,Baked or Fried Batter Dipped Onion Rings (from Frozen),https://m.ftscrt.com/static/images/og_fatsecret.png,159,9.47,15.07,3.4
https://foods.fatsecret.com/calories-nutrition/generic/pizza-cheese,Cheese Pizza,https://m.ftscrt.com/static/images/og_fatsecret.png,237,10.1,26.08,10.6
https://foods.fatsecret.com/calories-nutrition/generic/pizza-cheese-thick-crust,Thick Crust Cheese Pizza,https://m.ftscrt.com/static/images/og_fatsecret.png,256,10.02,30.07,11.47
https://foods.fatsecret.com/calories-nutrition/generic/pizza-cheese-thin-crust,Thin Crust Cheese Pizza,https://m.ftscrt.com/static/images/og_fatsecret.png,208,9.27,21.79,9.25
https://foods.fatsecret.com/calories-nutrition/generic/pizza-cheese-with-vegetables,Cheese Pizza with Vegetables,https://m.ftscrt.com/static/images/og_fatsecret.png,242,8.95,30.93,9.33
https://foods.fatsecret.com/calories-nutrition/generic/pizza-cheese-with-vegetables-thin-crust,Thin Crust Cheese Pizza with Vegetables,https://m.ftscrt.com/static/images/og_fatsecret.png,202,8.11,23.99,8.59
https://foods.fatsecret.com/calories-nutrition/generic/pizza-with-meat,Pizza with Meat,https://m.ftscrt.com/static/images/og_fatsecret.png,265,12.14,27.68,10.64
https://foods.fatsecret.com/calories-nutrition/generic/pizza-with-meat-and-vegetables,Pizza with Meat and Vegetables,https://m.ftscrt.com/static/images/og_fatsecret.png,276,12.61,29.61,10.97
https://foods.fatsecret.com/calories-nutrition/generic/pizza-with-seafood,Pizza with Seafood,https://m.ftscrt.com/static/images/og_fatsecret.png,252,9.89,27.28,12.69
https://foods.fatsecret.com/calories-nutrition/generic/quesadilla-with-cheese-meatless,Meatless Quesadilla with Cheese,https://m.ftscrt.com/static/images/og_fatsecret.png,490,28.78,37.2,20.02
https://foods.fatsecret.com/calories-nutrition/generic/quesadilla-with-meat-and-cheese,Quesadilla with Meat and Cheese,https://m.ftscrt.com/static/images/og_fatsecret.png,596,35.18,37.06,31.74
https://foods.fatsecret.com/calories-nutrition/generic/quesadilla-with-poultry-and-cheese,Quesadilla with Poultry and Cheese,https://m.ftscrt.com/static/images/og_fatsecret.png,563,31.54,37.06,31.56
https://foods.fatsecret.com/calories-nutrition/generic/soyburger-meatless-no-bun,Meatless Soyburger,https://m.ftscrt.com/static/images/og_fatsecret.png,179,5.97,13.4,17.91
https://foods.fatsecret.com/calories-nutrition/generic/soyburger-meatless-with-cheese-on-bun,Meatless Soyburger with Cheese on Bun,https://m.ftscrt.com/static/images/og_fatsecret.png,215,6.93,24.57,13.7
https://foods.fatsecret.com/calories-nutrition/generic/taco-or-tostada-with-beans-and-cheese-meatless-with-lettuce-tomato-and-salsa,"Meatless Taco or Tostada with Beans and Cheese, Lettuce, Tomato and Salsa",https://m.ftscrt.com/static/images/og_fatsecret.png,144,6.83,16.42,5.29
https://foods.fatsecret.com/calories-nutrition/generic/taco-or-tostada-with-beans-cheese-meat-lettuce-tomato-and-salsa,"Taco or Tostada with Beans, Cheese, Meat, Lettuce, Tomato and Salsa",https://m.ftscrt.com/static/images/og_fatsecret.png,151,7.85,12.54,8.12
https://foods.fatsecret.com/calories-nutrition/generic/taco-or-tostada-with-beef-cheese-and-lettuce,"Taco or Tostada with Beef, Cheese and Lettuce",https://m.ftscrt.com/static/images/og_fatsecret.png,221,12.65,16.201,10.881
https://foods.fatsecret.com/calories-nutrition/generic/taco-or-tostada-with-beef-cheese-lettuce-tomato-and-salsa,"Taco or Tostada with Beef, Cheese, Lettuce, Tomato and Salsa",https://m.ftscrt.com/static/images/og_fatsecret.png,173,10.25,10.96,9.67
https://foods.fatsecret.com/calories-nutrition/generic/taco-or-tostada-with-beef-lettuce-tomato-and-salsa,"Taco or Tostada with Beef, Lettuce, Tomato and Salsa",https://m.ftscrt.com/static/images/og_fatsecret.png,144,7.77,10.97,7.82
https://foods.fatsecret.com/calories-nutrition/generic/taco-or-tostada-with-chicken-cheese-lettuce-tomato-and-salsa,"Taco or Tostada with Chicken, Cheese, Lettuce, Tomato and Salsa",https://m.ftscrt.com/static/images/og_fatsecret.png,142,7.05,9.84,10.11
https://foods.fatsecret.com/calories-nutrition/generic/vegetable-burger-or-patty-meatless-no-bun,Meatless Vegetable Burger or Patty,https://m.ftscrt.com/static/images/og_fatsecret.png,127,4.24,9.51,12.72
https://foods.fatsecret.com/calories-nutrition/generic/white-potato-french-fries,Potato French Fries,https://m.ftscrt.com/static/images/og_fatsecret.png,156,8.01,20.33,1.98
https://foods.fatsecret.com/calories-nutrition/generic/white-potato-french-fries-breaded-or-battered,Breaded or Battered Potato French Fries,https://m.ftscrt.com/static/images/og_fatsecret.png,171,10.39,16.5,3.09
https://foods.fatsecret.com/calories-nutrition/generic/white-potato-french-fries-from-frozen-deep-fried,Deep Fried Potato French Fries (from Frozen),https://m.ftscrt.com/static/images/og_fatsecret.png,112,5.96,13.14,1.32
https://foods.fatsecret.com/calories-nutrition/generic/white-potato-hash-brown-from-dry-mix,Hash Brown (from Dry Mix),https://m.ftscrt.com/static/images/og_fatsecret.png,339,17.83,43.57,4.9
https://foods.fatsecret.com/calories-nutrition/generic/white-potato-hash-brown-from-fresh,Hash Brown (from Fresh),https://m.ftscrt.com/static/images/og_fatsecret.png,305,14.43,40.48,3.46
https://foods.fatsecret.com/calories-nutrition/generic/white-potato-hash-brown-from-frozen,Hash Brown (from Frozen),https://m.ftscrt.com/static/images/og_fatsecret.png,143,7.54,18.43,2.07
https://foods.fatsecret.com/calories-nutrition/usda/14-pepperoni-pizza,"14"" Pepperoni Pizza",https://m.ftscrt.com/static/images/og_fatsecret.png,298,12.13,33.98,13.32
https://foods.fatsecret.com/calories-nutrition/usda/14-pepperoni-pizza-(thick-crust),"14"" Pepperoni Pizza (Thick Crust)",https://m.ftscrt.com/static/images/og_fatsecret.png,301,13.24,32.22,13.18
https://foods.fatsecret.com/calories-nutrition/usda/cheeseburger,Cheeseburger,https://m.ftscrt.com/static/images/og_fatsecret.png,319,15.15,31.75,14.77
https://foods.fatsecret.com/calories-nutrition/usda/cheeseburger-(single-patty-with-condiments),Cheeseburger (Single Patty with Condiments),https://m.ftscrt.com/static/images/og_fatsecret.png,295,14.15,26.53,15.96
https://foods.fatsecret.com/calories-nutrition/usda/cheeseburger-with-bacon-and-condiments,Cheeseburger with Bacon and Condiments,https://m.ftscrt.com/static/images/og_fatsecret.png,608,36.76,37.13,32
https://foods.fatsecret.com/calories-nutrition/usda/curry-powder,Curry Powder,https://m.ftscrt.com/static/images/og_fatsecret.png,6,0.28,1.16,0.25
https://foods.fatsecret.com/calories-nutrition/usda/curry-sauce-(dry-dehydrated),"Curry Sauce (Dry, Dehydrated)",https://m.ftscrt.com/static/images/og_fatsecret.png,120,6.47,14.17,2.63
https://foods.fatsecret.com/calories-nutrition/usda/french-fried-potatoes-(cottage-cut-par-fried-frozen),"French Fried Potatoes (Cottage Cut, Par Fried, Frozen)",https://m.ftscrt.com/static/images/og_fatsecret.png,153,5.78,23.98,2.42
https://foods.fatsecret.com/calories-nutrition/usda/hamburger-(single-patty),Hamburger (Single Patty),https://m.ftscrt.com/static/images/og_fatsecret.png,305,13.13,33.9,13.69
https://foods.fatsecret.com/calories-nutrition/usda/hamburger-(single-patty-with-condiments),Hamburger (Single Patty with Condiments),https://m.ftscrt.com/static/images/og_fatsecret.png,272,9.77,34.25,12.32
https://foods.fatsecret.com/calories-nutrition/usda/hashed-brown-potatoes,Hashed Brown Potatoes,https://m.ftscrt.com/static/images/og_fatsecret.png,151,9.22,16.15,1.94
https://foods.fatsecret.com/calories-nutrition/usda/large-hamburger,Large Hamburger,https://m.ftscrt.com/static/images/og_fatsecret.png,426,22.92,31.73,22.62
https://foods.fatsecret.com/calories-nutrition/usda/large-hamburger-with-condiments-and-vegetables,Large Hamburger with Condiments and Vegetables,https://m.ftscrt.com/static/images/og_fatsecret.png,512,27.36,40,25.83
https://foods.fatsecret.com/calories-nutrition/usda/nachos-with-cheese,Nachos with Cheese,https://m.ftscrt.com/static/images/og_fatsecret.png,346,18.95,36.33,9.1
https://foods.fatsecret.com/calories-nutrition/usda/onion-rings-(breaded-and-fried),Onion Rings (Breaded and Fried),https://m.ftscrt.com/static/images/og_fatsecret.png,276,15.51,31.32,3.7
https://foods.fatsecret.com/calories-nutrition/usda/pepperoni-pizza-(frozen-cooked),"Pepperoni Pizza (Frozen, Cooked)",https://m.ftscrt.com/static/images/og_fatsecret.png,432,22.19,41.62,16.37
https://foods.fatsecret.com/calories-nutrition/usda/soy-burger,Soy Burger,https://m.ftscrt.com/static/images/og_fatsecret.png,125,4.18,9.38,12.54
https://foods.fatsecret.com/calories-nutrition/usda/tostada-with-beans-beef-and-cheese,"Tostada with Beans, Beef and Cheese",https://m.ftscrt.com/static/images/og_fatsecret.png,333,16.94,29.66,16.09
https://foods.fatsecret.com/calories-nutrition/usda/veggie-burgers,Veggie Burgers,https://m.ftscrt.com/static/images/og_fatsecret.png,124,4.41,9.99,10.99
https://foods.fatsecret.com/calories-nutrition/generic/anchovy-canned,Canned Anchovy,https://m.ftscrt.com/static/images/og_fatsecret.png,8,0.39,0,1.16
https://foods.fatsecret.com/calories-nutrition/generic/calamari-baked-or-broiled,Baked or Broiled Calamari,https://m.ftscrt.com/static/images/og_fatsecret.png,110,3.69,3.03,15.02
https://foods.fatsecret.com/calories-nutrition/generic/calamari-fried,Fried Calamari,https://m.ftscrt.com/static/images/og_fatsecret.png,12,0.21,0.96,1.47
https://foods.fatsecret.com/calories-nutrition/generic/calamari-steamed-or-boiled,Steamed or Boiled Calamari,https://m.ftscrt.com/static/images/og_fatsecret.png,91,1.37,3.05,15.45
https://foods.fatsecret.com/calories-nutrition/generic/carp-baked-or-broiled,Baked or Broiled Carp,https://m.ftscrt.com/static/images/og_fatsecret.png,203,11.6,0.64,22.64
https://foods.fatsecret.com/calories-nutrition/generic/carp-floured-or-breaded-fried,Fried Floured or Breaded Carp,https://m.ftscrt.com/static/images/og_fatsecret.png,279,15.77,12.33,20.77
https://foods.fatsecret.com/calories-nutrition/generic/carp-smoked,Smoked Carp,https://m.ftscrt.com/static/images/og_fatsecret.png,198,8.74,0,27.84
https://foods.fatsecret.com/calories-nutrition/generic/catfish-baked-or-broiled,Baked or Broiled Catfish,https://m.ftscrt.com/static/images/og_fatsecret.png,116,7.38,0.26,11.44
https://foods.fatsecret.com/calories-nutrition/generic/catfish-battered-fried,Fried Battered Catfish,https://m.ftscrt.com/static/images/og_fatsecret.png,182,12.8,5.03,11.12
https://foods.fatsecret.com/calories-nutrition/generic/catfish-breaded-or-battered-baked,Baked Breaded or Battered Catfish,https://m.ftscrt.com/static/images/og_fatsecret.png,187,11.73,6.44,13
https://foods.fatsecret.com/calories-nutrition/generic/catfish-cooked,Catfish,https://m.ftscrt.com/static/images/og_fatsecret.png,1176,71.2,41.85,86.09
https://foods.fatsecret.com/calories-nutrition/generic/catfish-steamed-or-poached,Steamed or Poached Catfish,https://m.ftscrt.com/static/images/og_fatsecret.png,39,2.18,0,4.47
https://foods.fatsecret.com/calories-nutrition/generic/clams-baked-or-broiled,Baked or Broiled Clams,https://m.ftscrt.com/static/images/og_fatsecret.png,207,10.29,4.73,22.43
https://foods.fatsecret.com/calories-nutrition/generic/clams-battered-fried,Fried Battered Clams,https://m.ftscrt.com/static/images/og_fatsecret.png,222,11.84,13.45,14.52
https://foods.fatsecret.com/calories-nutrition/generic/clams-cooked,Cooked Clams,https://m.ftscrt.com/static/images/og_fatsecret.png,50,2.25,3.1,4.16
https://foods.fatsecret.com/calories-nutrition/generic/clams-raw,Clams,https://m.ftscrt.com/static/images/og_fatsecret.png,7,0.09,0.23,1.15
https://foods.fatsecret.com/calories-nutrition/generic/clams-steamed-or-boiled,Steamed or Boiled Clams,https://m.ftscrt.com/static/images/og_fatsecret.png,92,1.2,3.19,15.83
https://foods.fatsecret.com/calories-nutrition/generic/cod-baked-or-broiled,Baked or Broiled Cod,https://m.ftscrt.com/static/images/og_fatsecret.png,35,1.02,0.12,5.93
https://foods.fatsecret.com/calories-nutrition/generic/cod-breaded-or-battered-baked,Baked Breaded or Battered Cod,https://m.ftscrt.com/static/images/og_fatsecret.png,56,2.52,2.44,5.56
https://foods.fatsecret.com/calories-nutrition/generic/cod-cooked,Cod,https://m.ftscrt.com/static/images/og_fatsecret.png,211,10.84,8.25,19.2
https://foods.fatsecret.com/calories-nutrition/generic/crab-baked-or-broiled,Baked or Broiled Crab,https://m.ftscrt.com/static/images/og_fatsecret.png,160,7.36,0.13,22.31
https://foods.fatsecret.com/calories-nutrition/generic/crab-canned,Canned Crab,https://m.ftscrt.com/static/images/og_fatsecret.png,28,0.35,0,5.82
https://foods.fatsecret.com/calories-nutrition/generic/crab-cooked,Crab,https://m.ftscrt.com/static/images/og_fatsecret.png,119,2.08,0,23.64
https://foods.fatsecret.com/calories-nutrition/generic/crayfish-boiled-or-steamed,Boiled or Steamed Crayfish,https://m.ftscrt.com/static/images/og_fatsecret.png,23,0.33,0,4.66
https://foods.fatsecret.com/calories-nutrition/generic/crayfish-floured-or-breaded-fried,Fried Floured or Breaded Crayfish,https://m.ftscrt.com/static/images/og_fatsecret.png,63,3.29,3.12,4.82
https://foods.fatsecret.com/calories-nutrition/generic/eel-cooked,Eel,https://m.ftscrt.com/static/images/og_fatsecret.png,80,5.32,1.64,5.96
https://foods.fatsecret.com/calories-nutrition/generic/eel-smoked,Smoked Eel,https://m.ftscrt.com/static/images/og_fatsecret.png,289,18.3,0,28.95
https://foods.fatsecret.com/calories-nutrition/generic/eel-steamed-or-poached,Steamed or Poached Eel,https://m.ftscrt.com/static/images/og_fatsecret.png,54,3.39,0,5.37
https://foods.fatsecret.com/calories-nutrition/generic/fish-baked-or-broiled,Baked or Broiled Fish,https://m.ftscrt.com/static/images/og_fatsecret.png,126,3.44,0.33,21.94
https://foods.fatsecret.com/calories-nutrition/generic/fish-grilled,Grilled Fish,https://m.ftscrt.com/static/images/og_fatsecret.png,123,1.33,0.31,25.53
https://foods.fatsecret.com/calories-nutrition/generic/fish-raw,Fish,https://m.ftscrt.com/static/images/og_fatsecret.png,84,0.92,0,17.76
https://foods.fatsecret.com/calories-nutrition/generic/flounder-baked-or-broiled,Baked or Broiled Flounder,https://m.ftscrt.com/static/images/og_fatsecret.png,173,5.51,0.53,28.6
https://foods.fatsecret.com/calories-nutrition/generic/flounder-battered-fried,Fried Battered Flounder,https://m.ftscrt.com/static/images/og_fatsecret.png,318,17.98,10.4,27.34
https://foods.fatsecret.com/calories-nutrition/generic/flounder-breaded-or-battered-baked,Baked Breaded or Battered Flounder,https://m.ftscrt.com/static/images/og_fatsecret.png,319,14.69,13.31,31.81
https://foods.fatsecret.com/calories-nutrition/generic/flounder-cooked,Cooked Flounder,https://m.ftscrt.com/static/images/og_fatsecret.png,38,1.2,0.12,6.24
https://foods.fatsecret.com/calories-nutrition/generic/flounder-steamed-or-poached,Steamed or Poached Flounder,https://m.ftscrt.com/static/images/og_fatsecret.png,26,0.34,0,5.42
https://foods.fatsecret.com/calories-nutrition/generic/haddock-baked-or-broiled,Baked or Broiled Haddock,https://m.ftscrt.com/static/images/og_fatsecret.png,197,5.71,0.74,34
https://foods.fatsecret.com/calories-nutrition/generic/haddock-battered-fried,Fried Battered Haddock,https://m.ftscrt.com/static/images/og_fatsecret.png,178,8.07,6.94,18.32
https://foods.fatsecret.com/calories-nutrition/generic/haddock-breaded-or-battered-baked,Baked Breaded or Battered Haddock,https://m.ftscrt.com/static/images/og_fatsecret.png,370,16.51,15.72,37.66
https://foods.fatsecret.com/calories-nutrition/generic/haddock-cooked,Haddock,https://m.ftscrt.com/static/images/og_fatsecret.png,36,1.05,0.14,6.26
https://foods.fatsecret.com/calories-nutrition/generic/haddock-steamed-or-poached,Steamed or Poached Haddock,https://m.ftscrt.com/static/images/og_fatsecret.png,25,0.21,0,5.51
https://foods.fatsecret.com/calories-nutrition/generic/herring-baked-or-broiled,Baked or Broiled Herring,https://m.ftscrt.com/static/images/og_fatsecret.png,56,3.62,0.14,5.32
https://foods.fatsecret.com/calories-nutrition/generic/herring-dried-salted,Dried Salted Herring,https://m.ftscrt.com/static/images/og_fatsecret.png,114,6.49,0,12.9
https://foods.fatsecret.com/calories-nutrition/generic/herring-pickled,Pickled Herring,https://m.ftscrt.com/static/images/og_fatsecret.png,39,2.7,1.45,2.13
https://foods.fatsecret.com/calories-nutrition/generic/lobster-baked-or-broiled,Baked or Broiled Lobster,https://m.ftscrt.com/static/images/og_fatsecret.png,137,3.55,1.46,23.34
https://foods.fatsecret.com/calories-nutrition/generic/lobster-canned,Canned Lobster,https://m.ftscrt.com/static/images/og_fatsecret.png,27,0.16,0.36,5.76
https://foods.fatsecret.com/calories-nutrition/generic/lobster-cooked,Lobster,https://m.ftscrt.com/static/images/og_fatsecret.png,114,0.68,1.5,23.99
https://foods.fatsecret.com/calories-nutrition/generic/lobster-steamed-or-boiled,Steamed or Boiled Lobster,https://m.ftscrt.com/static/images/og_fatsecret.png,114,0.68,1.5,23.99
https://foods.fatsecret.com/calories-nutrition/generic/mackerel-baked-or-broiled,Baked or Broiled Mackerel,https://m.ftscrt.com/static/images/og_fatsecret.png,222,13.79,0.41,22.56
https://foods.fatsecret.com/calories-nutrition/generic/mackerel-canned,Canned Mackerel,https://m.ftscrt.com/static/images/og_fatsecret.png,44,1.79,0,6.57
https://foods.fatsecret.com/calories-nutrition/generic/mackerel-floured-or-breaded-fried,Fried Floured or Breaded Mackerel,https://m.ftscrt.com/static/images/og_fatsecret.png,83,5.42,2.34,5.83
https://foods.fatsecret.com/calories-nutrition/generic/mackerel-raw,Mackerel,https://m.ftscrt.com/static/images/og_fatsecret.png,167,9.36,0,19.32
https://foods.fatsecret.com/calories-nutrition/generic/mahi-mahi,Mahi Mahi,https://m.ftscrt.com/static/images/og_fatsecret.png,100,0.82,0,21.76
https://foods.fatsecret.com/calories-nutrition/generic/mussels-cooked,Cooked Mussels,https://m.ftscrt.com/static/images/og_fatsecret.png,12,0.66,0.35,1.1
https://foods.fatsecret.com/calories-nutrition/generic/mussels-raw,Mussels,https://m.ftscrt.com/static/images/og_fatsecret.png,86,2.24,3.69,11.9
https://foods.fatsecret.com/calories-nutrition/generic/mussels-steamed-or-poached,Steamed or Poached Mussels,https://m.ftscrt.com/static/images/og_fatsecret.png,171,4.44,7.32,23.6
https://foods.fatsecret.com/calories-nutrition/generic/mussels-with-tomato-based-sauce-(mixture),Mussels with Tomato-Based Sauce (Mixture),https://m.ftscrt.com/static/images/og_fatsecret.png,13,0.28,1.04,1.5
https://foods.fatsecret.com/calories-nutrition/generic/octopus-cooked,Cooked Octopus,https://m.ftscrt.com/static/images/og_fatsecret.png,53,2.3,3.03,4.8
https://foods.fatsecret.com/calories-nutrition/generic/octopus-dried-boiled,Boiled Dried Octopus,https://m.ftscrt.com/static/images/og_fatsecret.png,174,2.19,4.65,31.51
https://foods.fatsecret.com/calories-nutrition/generic/octopus-smoked,Smoked Octopus,https://m.ftscrt.com/static/images/og_fatsecret.png,40,0.5,1.06,7.2
https://foods.fatsecret.com/calories-nutrition/generic/octopus-steamed,Steamed Octopus,https://m.ftscrt.com/static/images/og_fatsecret.png,163,2.06,4.36,29.57
https://foods.fatsecret.com/calories-nutrition/generic/oysters-baked-or-broiled,Baked or Broiled Oysters,https://m.ftscrt.com/static/images/og_fatsecret.png,13,0.83,0.45,0.79
https://foods.fatsecret.com/calories-nutrition/generic/oysters-cooked,Cooked Oysters,https://m.ftscrt.com/static/images/og_fatsecret.png,45,2.23,3.51,2.54
https://foods.fatsecret.com/calories-nutrition/generic/oysters-raw,Oysters,https://m.ftscrt.com/static/images/og_fatsecret.png,33,1.18,1.88,3.38
https://foods.fatsecret.com/calories-nutrition/generic/porgy-steamed-or-poached,Steamed or Poached Porgy,https://m.ftscrt.com/static/images/og_fatsecret.png,131,3.41,0,23.6
https://foods.fatsecret.com/calories-nutrition/generic/salmon-baked-or-broiled,Baked or Broiled Salmon,https://m.ftscrt.com/static/images/og_fatsecret.png,39,1.74,0.11,5.51
https://foods.fatsecret.com/calories-nutrition/generic/salmon-raw,Salmon,https://m.ftscrt.com/static/images/og_fatsecret.png,41,1.68,0,6.13
https://foods.fatsecret.com/calories-nutrition/generic/salmon-smoked,Smoked Salmon,https://m.ftscrt.com/static/images/og_fatsecret.png,117,4.32,0,18.28
https://foods.fatsecret.com/calories-nutrition/generic/sardines-canned-in-oil,Sardines in Oil (Canned),https://m.ftscrt.com/static/images/og_fatsecret.png,191,10.53,0,22.65
https://foods.fatsecret.com/calories-nutrition/generic/sardines-dried,Dried Sardines,https://m.ftscrt.com/static/images/og_fatsecret.png,203,11.59,0,23.03
https://foods.fatsecret.com/calories-nutrition/generic/sardines-skinless-boneless-packed-in-water,Sardines in Water,https://m.ftscrt.com/static/images/og_fatsecret.png,217,12.37,0,24.58
https://foods.fatsecret.com/calories-nutrition/generic/sardines-with-mustard-sauce-(mixture),Sardines with Mustard Sauce (Mixture),https://m.ftscrt.com/static/images/og_fatsecret.png,9,0.52,0.04,1.04
https://foods.fatsecret.com/calories-nutrition/generic/sardines-with-tomato-based-sauce-(mixture),Sardines with Tomato-Based Sauce (Mixture),https://m.ftscrt.com/static/images/og_fatsecret.png,186,10.46,0.74,20.86
https://foods.fatsecret.com/calories-nutrition/generic/scallops-baked-or-broiled,Baked or Broiled Scallops,https://m.ftscrt.com/static/images/og_fatsecret.png,17,0.5,0.38,2.63
https://foods.fatsecret.com/calories-nutrition/generic/scallops-battered-fried,Fried Battered Scallops,https://m.ftscrt.com/static/images/og_fatsecret.png,37,1.83,2.08,2.83
